bom.csv,,,,,,,,,,LCSC BOM Quotation,,,,,,,,,,,,,,,
,,,,,,,,,,BOM Date Created?25/04/26 21:10:33,,,,BOM Export Date: 25/04/26 21:10:59,,,,"The matching result is a real-time query result, availability and prices may fluctuate.  
Backorder items are estimated prices for your reference, please submit ""Create Quote"" to get the real price.
All information is provided ""as is"" and is subject to change without notice.  Any use made of the information provided is without recourse to LCSC and at the user's risk.",,,,,,,
"C22775,100?",,,,0603,,-,1,,,0603WAF1000T5E,UNI-ROYAL,100,0.0019,0.19,C22775,0603,100,100,5000,0,Backordered,,100? ±1% 100mW 0603 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C22775.html
"C21190,1k?",,,,0603,,-,1,,,0603WAF1001T5E,UNI-ROYAL,100,0.0016,0.16,C21190,0603,100,100,5000,0,Backordered,,1k? ±1% 100mW 0603 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C21190.html
"C23179,470?",,,,0603,,-,2,,,0603WAF4700T5E,UNI-ROYAL,100,0.0017,0.17,C23179,0603,100,100,5000,814900,In Stock,,470? ±1% 100mW 0603 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C23179.html
"C23162,4.7k?",,,,0603,,-,2,,,0603WAF4701T5E,UNI-ROYAL,100,0.0014,0.14,C23162,0603,100,100,5000,1398100,In Stock,,4.7k? ±1% 100mW 0603 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C23162.html
"C22962,220?",,,,0603,,-,4,,,0603WAF2200T5E,UNI-ROYAL,100,0.0015,0.15,C22962,0603,100,100,5000,424600,In Stock,,220? ±1% 100mW 0603 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C22962.html
"C54948,undefined",,,,SMD,,-,1,,,DSIC01LSGET,YE,1,0.4340,0.43,C54948,SMD,1,1,1000,0,Backordered,,"Dip Switch SPST 1 Position Surface Mount,2.5x6mm Slide, Rocked",Partial Matches,https://www.lcsc.com/product-detail/C54948.html
"C2858491,undefined",,,,QFN-32-EP(5x5),,-,1,,,ESP32-C3FH4,ESPRESSIF,1,2.3340,2.33,C2858491,QFN-32-EP(5x5),1,1,5000,5686,In Stock,,QFN-32-EP(5x5) RF Transceiver Modules and Modems RoHS,Partial Matches,https://www.lcsc.com/product-detail/C2858491.html
"C107671,undefined",,,,TSSOP-20,,-,1,,,PCM5102APWR,TI,1,1.0200,1.02,C107671,TSSOP-20,1,1,2000,7444,In Stock,,50MHz 2 I2S 1.8V~3.3V TSSOP-20 ADCs/DACs - Special Purpose RoHS,Partial Matches,https://www.lcsc.com/product-detail/C107671.html
"C69901,undefined",,,,WQFN-16-EP(3x3),,-,1,,,TPA6132A2RTER,TI,1,1.2685,1.27,C69901,WQFN-16-EP(3x3),1,1,3000,3833,In Stock,,2.1mA 2-Channel 25mWx2@16? Class AB WQFN-16-EP(3x3) Audio Amplifiers RoHS,Partial Matches,https://www.lcsc.com/product-detail/C69901.html
"C165948,undefined",,,,SMD,,-,1,,,TYPE-C-31-M-12,Korean Hroparts Elec,5,0.1702,0.85,C165948,SMD,5,5,1000,316300,In Stock,,USB-C (USB TYPE-C) Receptacle Connector 16 Position Surface Mount,Partial Matches,https://www.lcsc.com/product-detail/C165948.html
"C2718488,undefined",,,,"??,P=2.54mm",,-,1,,,2.54-1*4P,BOOMELE(Boom Precision Elec),10,0.0773,0.77,C2718488,"Through Hole,P=2.54mm",10,10,1000,181600,In Stock,,Female Header 4 Position 2.54mm Pitch Single Row Through Hole -40?~+105?,Partial Matches,https://www.lcsc.com/product-detail/C2718488.html
"C1848,1uF",,,,1206,,-,1,,,CL31B105KBHNNNE,Samsung Electro-Mechanics,10,0.0283,0.28,C1848,1206,10,10,2000,373070,In Stock,,1uF ±10% 50V Ceramic Capacitor X7R 1206,Partial Matches,https://www.lcsc.com/product-detail/C1848.html
"C2286,undefined",,,,0603,,-,2,,,KT-0603R,Hubei KENTO Elec,100,0.0067,0.67,C2286,0603,100,100,4000,4156800,In Stock,,Red 645nm LED Indication - Discrete 2.4V 0603,Partial Matches,https://www.lcsc.com/product-detail/C2286.html
"C27834,5.1k?",,,,0805,,-,2,,,0805W8F5101T5E,UNI-ROYAL,100,0.0027,0.27,C27834,0805,100,100,5000,5741400,In Stock,,5.1k? ±1% 125mW 0805 Thick Film Resistor,Partial Matches,https://www.lcsc.com/product-detail/C27834.html
